item_id,title,description,tags,community,creator_id,creation_date,item_type,price,max_capacity,current_participants,event_date,duration_hours,is_recurring,rating
104,Board Games Group in Lakeside Manor,Join our board games group for an engaging community experience. Try actually society after.,"board games,crafts",Lakeside Manor,343,2025-07-08T14:56:33.902886,group,40,15,11,2025-09-22T14:56:33.902886,2.0,False,
105,Core Strength Pilates,Join our pilates group for an engaging community experience. Executive professional traditional myself require walk. Impact present laugh rather recent. Mention ball much but tend after price.,"pilates,cooking,meditation",Willow Brook,211,2025-07-28T14:56:33.902886,meetup,29,28,2,2025-10-12T14:56:33.902886,1.0,True,4.4
106,Entrepreneurship Group in Cedar Creek,Join our entrepreneurship group for an engaging community experience. Since growth close foot. Morning worry cultural us trouble.,"entrepreneurship,camping",Cedar Creek,113,2025-08-03T14:56:33.903888,class,29,23,8,2025-10-02T14:56:33.902886,3.0,False,
107,Composting Group in Cedar Creek,Join our composting group for an engaging community experience. Shoulder fish against really safe. Either line front society close guy store. Check trial seat write.,"composting,community service",Cedar Creek,277,2025-06-07T14:56:33.903888,class,15,10,2,2025-09-27T14:56:33.903888,1.5,True,4.6
108,Networking Group in Pine Ridge,Join our networking group for an engaging community experience. Majority wide director point listen writer picture nor. Cause step fund again bill show. Person recognize best turn good.,"networking,pet grooming,swimming",Pine Ridge,212,2025-06-07T14:56:33.903888,event,0,43,25,2025-09-30T14:56:33.903888,1.0,True,3.5
109,Photography Group in Sunset Valley,Join our photography group for an engaging community experience. Back bag hospital weight alone hand deal. Interesting type green term. Identify poor us pay whole everything.,"photography,cycling,nature walks",Sunset Valley,355,2025-07-20T14:56:33.903888,event,6,25,12,2025-08-16T14:56:33.903888,1.5,False,4.1
110,Camping Group in Downtown Heights,Join our camping group for an engaging community experience. Particular manager doctor my. Seek talk fear attorney.,"camping,fitness,yoga,technology",Downtown Heights,218,2025-08-02T14:56:33.903888,service,22,33,29,2025-10-14T14:56:33.903888,1.5,True,
111,Language Learning Group in Lakeside Manor,Join our language learning group for an engaging community experience. Personal position when same despite add entire. Environmental work young hold cut. Court value high matter house despite.,"language learning,camping",Lakeside Manor,198,2025-06-09T14:56:33.904890,meetup,0,18,3,2025-09-09T14:56:33.904890,1.5,False,4.6
112,Charity Events Group in Downtown Heights,Join our charity events group for an engaging community experience. Fight same bill TV activity. Others interesting room career peace human part.,"charity events,running,piano",Downtown Heights,275,2025-07-20T14:56:33.904890,group,0,6,2,2025-08-27T14:56:33.904890,2.0,True,4.9
113,Cycling Group in Oakwood Gardens,Join our cycling group for an engaging community experience. Operation information language sing whether.,"cycling,kids play date,music",Oakwood Gardens,22,2025-07-25T14:56:33.904890,event,0,30,26,2025-08-21T14:56:33.904890,2.0,False,4.1
114,International Cuisine Night,"Learn to prepare healthy, delicious meals that fit your busy lifestyle. Recipes included! Red certain support on plan pick seat.","cooking,photography,basketball",Lakeside Manor,267,2025-06-09T14:56:33.904890,group,22,20,20,2025-10-07T14:56:33.904890,3.0,False,4.1
115,Community Service Group in Sunset Valley,Join our community service group for an engaging community experience. Source read best listen expect. Role always federal TV. Member herself sort professor.,"community service,singing,outdoor adventures,pets",Sunset Valley,467,2025-06-01T14:56:33.904890,group,29,18,1,2025-09-17T14:56:33.904890,3.0,True,4.0
116,Art Group in Mountain View,Join our art group for an engaging community experience. Yes out catch argue. Modern ago method represent daughter worker require. Give future system international page including.,"art,coding,child care",Mountain View,290,2025-07-08T14:56:33.905890,service,0,41,37,2025-08-21T14:56:33.905890,3.0,False,4.1
117,Parenting Group in Downtown Heights,Join our parenting group for an engaging community experience. Face economy truth energy.,"parenting,swimming,crossfit",Downtown Heights,32,2025-07-17T14:56:33.905890,meetup,31,8,5,2025-08-21T14:56:33.905890,2.0,True,
118,Soccer Group in Cedar Creek,Join our soccer group for an engaging community experience. Cultural begin company picture side fire wide. Computer visit garden international side test type.,"soccer,poetry,book club,running",Cedar Creek,332,2025-06-04T14:56:33.905890,group,0,15,15,2025-10-10T14:56:33.905890,2.0,True,3.6
119,Crossfit Group in Mountain View,Join our crossfit group for an engaging community experience. Month but image other thank sister. Article single by option record president suffer. Where nothing brother pass several. Say I society measure section.,"crossfit,business,wine tasting",Mountain View,343,2025-06-20T14:56:33.905890,class,16,23,2,2025-09-25T14:56:33.905890,2.0,True,
120,Painting Group in Cedar Creek,Join our painting group for an engaging community experience. Oil old hotel ball pretty agreement the. Yes until look fast conference coach.,"painting,soccer",Cedar Creek,262,2025-06-09T14:56:33.906894,service,43,46,4,2025-09-15T14:56:33.906894,1.0,False,3.7
121,Singing Group in Sunset Valley,Join our singing group for an engaging community experience. Movie impact himself military.,"singing,language learning,pet grooming,pilates",Sunset Valley,426,2025-06-29T14:56:33.906894,group,33,48,31,2025-10-01T14:56:33.906894,1.0,True,
122,Gaming Group in Mountain View,Join our gaming group for an engaging community experience. Nor Mrs expect apply.,"gaming,soccer,piano",Mountain View,460,2025-06-16T14:56:33.906894,service,0,26,14,2025-09-28T14:56:33.906894,1.5,False,
123,Mindful Yoga Session - Maple Grove,Start your week right with our Monday morning yoga class. Perfect for stress relief and flexibility. Stage tough national order nearly opportunity.,"yoga,community service",Maple Grove,103,2025-07-14T14:56:33.906894,group,0,18,6,2025-08-30T14:56:33.906894,1.5,True,3.8
124,Charity Events Group in Cedar Creek,Join our charity events group for an engaging community experience. Official say able Mr government able quality. Director gas television. More service executive play draw capital environment bar.,"charity events,cycling",Cedar Creek,338,2025-07-08T14:56:33.906894,group,41,37,16,2025-10-04T14:56:33.906894,2.0,False,
125,Literature Group in Willow Brook,Join our literature group for an engaging community experience. Staff blue Mr. Available return professor military. Dinner production its member system door heart.,"literature,swimming",Willow Brook,116,2025-05-29T14:56:33.907890,event,23,16,13,2025-08-21T14:56:33.906894,3.0,True,3.8
126,Cultural Exchange Group in Sunset Valley,Join our cultural exchange group for an engaging community experience. Must arrive open food daughter decade. Raise matter reveal half write money.,"cultural exchange,pet grooming,art,board games",Sunset Valley,434,2025-06-08T14:56:33.907890,event,0,14,12,2025-09-25T14:56:33.907890,2.0,True,
127,Organic Gardening Workshop,Hands-on gardening experience with emphasis on organic and eco-friendly methods. Of expert color grow democratic family stop. Tax woman cover fine somebody bank activity relationship.,"gardening,poetry,swimming",Oakwood Gardens,404,2025-06-21T14:56:33.907890,group,6,42,18,2025-10-01T14:56:33.907890,2.0,True,4.1
128,Language Learning Group in Sunset Valley,Join our language learning group for an engaging community experience. Indicate account only fly. Expect threat even they.,"language learning,badminton",Sunset Valley,35,2025-08-03T14:56:33.907890,service,14,20,6,2025-09-02T14:56:33.907890,3.0,True,
129,Child Care Group in Willow Brook,Join our child care group for an engaging community experience. Sister concern senior ready. Source wide kid ball.,"child care,piano,crossfit,literature",Willow Brook,386,2025-06-28T14:56:33.907890,class,21,27,14,2025-10-14T14:56:33.907890,1.5,True,4.5
130,Family Events Group in Maple Grove,Join our family events group for an engaging community experience. Tend discover forward become fire respond significant. Republican fire officer out series although.,"family events,basketball",Maple Grove,209,2025-07-03T14:56:33.907890,event,0,25,16,2025-08-20T14:56:33.907890,3.0,True,
131,Art Group in Lakeside Manor,Join our art group for an engaging community experience. Say certain agree design race. Right push area relationship issue sure Congress per.,"art,pet grooming",Lakeside Manor,244,2025-07-11T14:56:33.908886,meetup,20,36,25,2025-09-20T14:56:33.908886,1.5,True,4.0
132,Beginner Yoga Workshop,Start your week right with our Monday morning yoga class. Perfect for stress relief and flexibility. Cut speech about together community leave. Way one walk per coach sometimes.,"yoga,pet grooming,singing,pets",Willow Brook,327,2025-06-02T14:56:33.908886,service,0,6,5,2025-09-02T14:56:33.908886,3.0,False,3.6
133,Child Care Group in Sunset Valley,Join our child care group for an engaging community experience. Every foot action style public him.,"child care,book club",Sunset Valley,298,2025-07-29T14:56:33.908886,event,26,50,49,2025-09-27T14:56:33.908886,1.5,False,4.9
134,Baking Group in Riverside Park,Join our baking group for an engaging community experience. Level bit ability involve chair. Evening area will play.,"baking,entrepreneurship",Riverside Park,44,2025-07-30T14:56:33.908886,event,0,17,7,2025-09-17T14:56:33.908886,1.5,False,
135,Piano Group in Maple Grove,Join our piano group for an engaging community experience. Act agency perhaps paper party person measure. Network though whom ten road dream.,"piano,yoga,volleyball,art",Maple Grove,340,2025-06-11T14:56:33.908886,event,22,40,22,2025-08-21T14:56:33.908886,2.0,True,
136,Charity Events Group in Riverside Park,Join our charity events group for an engaging community experience. Environment reveal authority style choice.,"charity events,painting,yoga",Riverside Park,224,2025-06-02T14:56:33.908886,meetup,13,20,8,2025-08-31T14:56:33.908886,1.5,True,
137,Board Games Group in Downtown Heights,Join our board games group for an engaging community experience. Lose nation affect large party.,"board games,singing,kids play date,nature walks",Downtown Heights,267,2025-07-05T14:56:33.908886,service,0,48,35,2025-08-19T14:56:33.908886,2.0,False,
138,Plant Swap Event,Learn sustainable gardening practices from experienced community members. Tools and seeds provided. Right relate on think himself.,"gardening,badminton,meditation,baking",Downtown Heights,317,2025-07-29T14:56:33.909887,group,0,47,34,2025-09-09T14:56:33.909887,2.5,True,
139,Singing Group in Cedar Creek,Join our singing group for an engaging community experience. Free night identify just difference law base. Easy recognize natural member few goal about book.,"singing,cultural exchange",Cedar Creek,429,2025-07-10T14:56:33.909887,service,0,31,18,2025-08-22T14:56:33.909887,3.0,False,4.2
